,Disease,ID,Symptoms
2490,Pneumonia,236,throw away used tissues immediately – germs can live for several hours after they leave your nose or mouth
2491,Pneumonia,236,wash your hands regularly to avoid transferring germs to other people or objects
2492,Polymyalgia rheumatica,237,increased appetite that often leads to weight gain
2493,Polymyalgia rheumatica,237,increased blood pressure
2494,Polymyalgia rheumatica,237,"mood changes, such as becoming aggressive or irritable with people"
2495,Polymyalgia rheumatica,237,weakening of the bones (osteoporosis)
2496,Polymyalgia rheumatica,237,stomach ulcers
2497,Polymyalgia rheumatica,237,"increased risk of infection, particularly with the varicella-zoster virus (the virus that causes chickenpox and shingles)"
2498,Post-polio syndrome,238,muscle weakness
2499,Post-polio syndrome,238,shrinking of the muscles (atrophy)
2500,Post-polio syndrome,238,tight joints (contractures)
2501,Post-polio syndrome,238,pain in muscles or joints
2502,Post-polio syndrome,238,chronic fatigue including physical tiredness and brain fatigue
2503,Post-polio syndrome,238,swallowing and speech problems
2504,Post-polio syndrome,238,respiratory problems like breathlessness and sleep apnoea
2505,Post-polio syndrome,238,cramps and muscle twitching
2506,Post-polio syndrome,238,being sensitive to cold temperatures
2507,Post-traumatic stress disorder (PTSD),239,serious road accidents
2508,Post-traumatic stress disorder (PTSD),239,"violent personal assaults, such as sexual assault, mugging or robbery"
2509,Post-traumatic stress disorder (PTSD),239,"prolonged sexual abuse, violence or severe neglect"
2510,Post-traumatic stress disorder (PTSD),239,witnessing violent deaths
2511,Post-traumatic stress disorder (PTSD),239,military combat
2512,Post-traumatic stress disorder (PTSD),239,being held hostage
2513,Post-traumatic stress disorder (PTSD),239,terrorist attacks
2514,Post-traumatic stress disorder (PTSD),239,"natural disasters, such as severe floods, earthquakes or tsunamis"
2515,Post-traumatic stress disorder (PTSD),239,Watchful waiting – monitoring your symptoms to see whether they improve or get worse without treatment.
2516,Post-traumatic stress disorder (PTSD),239,Psychotherapy – such as trauma-focused cognitive behavioural therapy (CBT) or eye movement desensitisation and reprocessing (EMDR).
2517,Post-traumatic stress disorder (PTSD),239,Antidepressants – such as paroxetine or mirtazapine.
2518,Postnatal depression,240,a persistent feeling of sadness and low mood
2519,Postnatal depression,240,lack of enjoyment and loss of interest in the wider world
2520,Postnatal depression,240,lack of energy and feeling tired all the time
2521,Postnatal depression,240,trouble sleeping at night and feeling sleepy during the day
2522,Postnatal depression,240,difficulty bonding with your baby
2523,Postnatal depression,240,withdrawing from contact with other people
2524,Postnatal depression,240,problems concentrating and making decisions
2525,Postnatal depression,240,"frightening thoughts – for example, about hurting your baby"
2526,Postnatal depression,240,"a range of help and support is available, including therapy"
2527,Postnatal depression,240,depression is an illness like any other
2528,Postnatal depression,240,it's not your fault you're depressed – it can happen to anyone
2529,Postnatal depression,240,being depressed doesn't mean you're a bad parent
2530,Postnatal depression,240,your baby won't be taken away from you – babies are only taken into care in very exceptional circumstances
2531,Postnatal depression,240,self-help – things you can try yourself include: talking to your family and friends about your feelings and what they can do to help; making time for yourself to do things you enjoy; resting whenever you get the chance and getting as much sleep as you can at night; exercising regularly; eating a healthy diet
2532,Postnatal depression,240,"psychological therapy – your GP may be able to recommend a self-help course, or may refer you for a course of therapy, such as cognitive behavioural therapy (CBT)"
2533,Postnatal depression,240,antidepressants – these may be recommended if your depression is more severe or other treatments haven't helped; your doctor can prescribe a medicine that's safe to take while breastfeeding
2534,Postnatal depression,240,"a history of mental health problems, particularly depression, earlier in life"
2535,Postnatal depression,240,a history of mental health problems during pregnancy
2536,Postnatal depression,240,having no close family or friends to support you
2537,Postnatal depression,240,a poor relationship with your partner
2538,Postnatal depression,240,"recent stressful life events, such as a bereavement"
2539,Postnatal depression,240,"experiencing the ""baby blues"""
2540,Symptom may not be a bullet point,241,null
2541,Pressure ulcers,242,regularly changing a person's position
2542,Pressure ulcers,242,using equipment to protect vulnerable parts of the body – such as specially designed mattresses and cushions
2543,Prostate cancer,243,"needing to urinate more frequently, often during the night"
2544,Prostate cancer,243,needing to rush to the toilet
2545,Prostate cancer,243,difficulty in starting to pee (hesitancy)
2546,Prostate cancer,243,straining or taking a long time while urinating
2547,Prostate cancer,243,weak flow
2548,Prostate cancer,243,feeling that your bladder has not emptied fully
2549,Prostate cancer,243,Cancer Research UK: prostate cancer symptoms
2550,Psoriasis,244,"an injury to your skin, such as a cut, scrape, insect bite or sunburn (this is known as the Koebner response)"
2551,Psoriasis,244,drinking excessive amounts of alcohol
2552,Psoriasis,244,smoking
2553,Psoriasis,244,stress
2554,Psoriasis,244,"hormonal changes, particularly in women (for example, during puberty and the menopause)"
2555,Psoriasis,244,"certain medicines such as lithium, some antimalarial medicines, anti-inflammatory medicines including ibuprofen, ACE inhibitors (used to treat high blood pressure) and beta blockers (used to treat congestive heart failure)"
2556,Psoriasis,244,"throat infections – in some people, usually children and young adults, a form of psoriasis called guttate psoriasis develops after a streptococcal throat infection (although most people who have streptococcal throat infections don't develop psoriasis)"
2557,Psoriasis,244,"other immune disorders, such as HIV, which cause psoriasis to flare up or to appear for the first time"
2558,Symptom may not be a bullet point,245,null
2559,Psychosis,246,hallucinations
2560,Psychosis,246,delusions
2561,Psychosis,246,confused and disturbed thoughts
2562,Psychosis,246,lack of insight and self-awareness
2563,Psychosis,246,"sight – someone with psychosis may see colours and shapes, or people or animals that aren't there"
2564,Psychosis,246,"sounds – someone with psychosis may hear voices that are angry, unpleasant or sarcastic"
2565,Psychosis,246,touch – a common psychotic hallucination is that you are being touched when there is nobody there
2566,Psychosis,246,smell – usually a strange or unpleasant odour
2567,Psychosis,246,taste – some people with psychosis have complained of having a constant unpleasant taste in their mouth
2568,Psychosis,246,rapid and constant speech
2569,Psychosis,246,"random speech – for example, they may switch from one topic to another mid-sentence"
2570,Psychosis,246,"a sudden loss in their train of thought, resulting in an abrupt pause in conversation or activity"
2571,Psychosis,246,"a high mood (mania) – for example, talking and thinking too much or too quickly"
2572,Psychosis,246,"a low mood – for example, depression, lack of energy, loss of appetite, and trouble sleeping"
2573,Pubic lice,247,null
2574,Symptom may not be a bullet point,248,null
2575,Raynaud's phenomenon,249,scleroderma – a condition that causes hardening and thickening of the skin
2576,Raynaud's phenomenon,249,rheumatoid arthritis – which causes joint pain and swelling
2577,Raynaud's phenomenon,249,Sjogren's syndrome – where the immune system attacks the body’s sweat and tear glands
2578,Raynaud's phenomenon,249,"lupus – which causes tiredness, joint pain and skin rashes"
2579,Raynaud's phenomenon,249,acute lymphoblastic leukaemia – a cancer of the white blood cells that mainly affects children
2580,Raynaud's phenomenon,249,lymphoma – a cancer that develops inside one or more of the glands that are part of the immune system
2581,Raynaud's phenomenon,249,multiple myeloma – a cancer that develops inside bone marrow
2582,Raynaud's phenomenon,249,some types of anti-migraine medication – such as sumatriptan and ergotamine
2583,Raynaud's phenomenon,249,beta-blockers – which are used to treat high blood pressure and heart disease
2584,Raynaud's phenomenon,249,some chemotherapy medicines
2585,Raynaud's phenomenon,249,decongestants
2586,Raynaud's phenomenon,249,the contraceptive pill
2587,Raynaud's phenomenon,249,medicines used in hormone replacement therapy
2588,Raynaud's phenomenon,249,some types of medicines used to treat high blood pressure
2589,Raynaud's phenomenon,249,"sanders, grinders and disc cutters"
2590,Raynaud's phenomenon,249,hammer drills
2591,Raynaud's phenomenon,249,"chainsaws, hedge trimmers and power mowers"
2592,Raynaud's phenomenon,249,ask to use suitable low-vibration tools
2593,Raynaud's phenomenon,249,make sure you're using the right tool for the job
2594,Raynaud's phenomenon,249,check tools are properly maintained
2595,Raynaud's phenomenon,249,keep cutting tools sharp
2596,Raynaud's phenomenon,249,reduce the amount of time you use the tool in one go by doing other jobs in between
2597,Raynaud's phenomenon,249,keep warm at work
2598,Raynaud's phenomenon,249,wear anti-vibration gloves
2599,Raynaud's phenomenon,249,"store tools indoors, so they don't have cold handles when next used"
2600,Raynaud's phenomenon,249,"encourage your blood circulation by keeping warm, stopping smoking and massaging and exercising your fingers during your breaks"
2601,Reactive arthritis,250,null
2602,Restless legs syndrome,251,"have iron deficiency anaemia – low levels of iron in the blood can lead to a fall in dopamine, triggering restless legs syndrome"
2603,Restless legs syndrome,251,"have a long-term health condition – such as chronic kidney disease, diabetes, Parkinson's disease, rheumatoid arthritis, an underactive thyroid gland, or fibromyalgia"
2604,Restless legs syndrome,251,are pregnant – particularly from week 27 until birth; in most cases the symptoms disappear within four weeks of giving birth
2605,Restless legs syndrome,251,some antidepressants
2606,Restless legs syndrome,251,antipsychotics
2607,Restless legs syndrome,251,lithium – used in the treatment of bipolar disorder
2608,Restless legs syndrome,251,calcium channel blockers – used in the treatment of high blood pressure
2609,Restless legs syndrome,251,some antihistamines
2610,Restless legs syndrome,251,metoclopramide – used to relieve nausea
2611,Restless legs syndrome,251,"excessive smoking, caffeine or alcohol"
2612,Restless legs syndrome,251,being overweight or obese
2613,Restless legs syndrome,251,stress
2614,Restless legs syndrome,251,lack of exercise
2615,Symptom may not be a bullet point,252,null
2616,Symptom may not be a bullet point,253,null
2617,Rheumatoid arthritis,254,medication that is taken in the long-term to relieve symptoms and slow the progress of the condition
2618,Rheumatoid arthritis,254,"supportive treatments, such as physiotherapy and occupational therapy, to help keep you mobile and find ways around any problems you have with daily activities"
2619,Rheumatoid arthritis,254,surgery to correct any joint problems that develop
2620,Ringworm and other fungal infections,255,"a ring-like red or silvery rash on your skin – your skin will look red and irritated around the ring, but healthy inside"
2621,Ringworm and other fungal infections,255,"scaly, itchy and inflamed skin"
2622,Ringworm and other fungal infections,255,"the rings may multiply, grow in size and merge together"
2623,Ringworm and other fungal infections,255,the rings may feel slightly raised and the skin underneath may be itchy
2624,Ringworm and other fungal infections,255,blisters and pus-filled sores may form around the rings
2625,Ringworm and other fungal infections,255,"small patches of scaly skin on the scalp, which may be sore"
2626,Ringworm and other fungal infections,255,patchy hair loss
2627,Ringworm and other fungal infections,255,an itchy scalp
2628,Ringworm and other fungal infections,255,"small, pus-filled sores on the scalp"
2629,Ringworm and other fungal infections,255,crusting on the scalp
2630,Ringworm and other fungal infections,255,bald patches (if your hair is affected)
2631,Ringworm and other fungal infections,255,cracked skin in the affected area
2632,Ringworm and other fungal infections,255,"blisters, which may ooze or crust"
2633,Ringworm and other fungal infections,255,swelling of the skin
2634,Ringworm and other fungal infections,255,a burning or stinging sensation in your skin
2635,Ringworm and other fungal infections,255,"scaling patterns around your sole, between your toes and on the side of your foot"
2636,Ringworm and other fungal infections,255,"red-brown sores, which may have blisters or pus-filled sores around the edge"
2637,Ringworm and other fungal infections,255,"itchiness and redness around your groin area, such as your inner thighs and bottom (the genitals are not usually affected)"
2638,Ringworm and other fungal infections,255,"scaly, flaky skin on your inner thighs"
2639,Ringworm and other fungal infections,255,a whitish thickening of the nail
2640,Ringworm and other fungal infections,255,"discolouration (the nail can turn white, black, yellow or green)"
2641,Ringworm and other fungal infections,255,the nail can become brittle and start to fall off
2642,Ringworm and other fungal infections,255,the skin around the nail may be sore and irritated
2643,Ringworm and other fungal infections,255,or your child develop the symptoms of a fungal scalp infection
2644,Ringworm and other fungal infections,255,have ringworm that has not improved after two weeks of treatment with antifungal cream
2645,Ringworm and other fungal infections,255,"have another medical condition, or you’re having medical treatment that is known to weaken your immune system, such as chemotherapy or steroid tablets"
2646,Rosacea,256,examining your skin
2647,Rosacea,256,asking about your symptoms
2648,Rosacea,256,asking about possible triggers you may have
2649,Rosacea,256,exposure to sunlight
2650,Rosacea,256,stress
2651,Rosacea,256,strenuous exercise
2652,Rosacea,256,hot or cold weather
2653,Rosacea,256,hot drinks
2654,Rosacea,256,alcohol and caffeine
2655,Rosacea,256,"certain foods, such as spicy foods"
2656,Rosacea,256,"avoiding known triggers – for example, avoiding drinks containing alcohol or caffeine"
2657,Rosacea,256,creams and gels – medications applied directly to the skin to reduce spots and redness
2658,Rosacea,256,"oral medications – tablets or capsules that can help clear up more severe spots, such as oral antibiotics"
2659,Rosacea,256,"Changing Faces – a charity for people with a visible difference or facial disfigurement, who can be contacted on 0300 012 0275 for counselling and advice"
2660,Rosacea,256,feeling like there is something in your eyes
2661,Rosacea,256,dry eyes
2662,Rosacea,256,irritated and bloodshot eyes
2663,Rosacea,256,inflammation of the eyelids (blepharitis)
2664,Rosacea,256,eye pain
2665,Rosacea,256,sensitivity to light (photophobia)
2666,Rosacea,256,deterioration in your vision
2667,Scabies,257,null
2668,Scarlet fever,258,ears
2669,Scarlet fever,258,neck
2670,Scarlet fever,258,elbows
2671,Scarlet fever,258,inner thighs
2672,Scarlet fever,258,groin
2673,Scarlet fever,258,swollen neck glands
2674,Scarlet fever,258,loss of appetite
2675,Scarlet fever,258,nausea or vomiting
2676,Scarlet fever,258,"red lines in the folds of the body, such as the armpit, which may last a couple of days after the rash has gone"
2677,Scarlet fever,258,"a white coating on the tongue, which peels a few days later leaving the tongue red and swollen (this is known as strawberry tongue)"
2678,Scarlet fever,258,a general feeling of being unwell
2679,Scarlet fever,258,breathing in bacteria in airborne droplets from an infected person's coughs and sneezes
2680,Scarlet fever,258,"touching the skin of a person with a Streptococcal skin infection, such as impetigo"
2681,Scarlet fever,258,"sharing contaminated towels, baths, clothes or bed linen"
2682,Scarlet fever,258,reduces the length of time you're infectious
2683,Scarlet fever,258,speeds up recovery
2684,Scarlet fever,258,lowers the risk of complications of scarlet fever
2685,Schizophrenia,259,hallucinations – hearing or seeing things that do not exist
2686,Schizophrenia,259,delusions – unusual beliefs not based on reality that often contradict the evidence
2687,Schizophrenia,259,muddled thoughts based on hallucinations or delusions
2688,Schizophrenia,259,changes in behaviour
2689,Schizophrenia,259,recognising the signs of an acute episode
2690,Schizophrenia,259,taking medication as prescribed
2691,Schizophrenia,259,talking to others about the condition
2692,Scoliosis,260,a visibly curved spine
2693,Scoliosis,260,one shoulder being higher than the other
2694,Scoliosis,260,one shoulder or hip being more prominent than the other
2695,Scoliosis,260,clothes not hanging properly
2696,Scoliosis,260,a prominent ribcage
2697,Scoliosis,260,a difference in leg lengths
2698,Scoliosis,260,cerebral palsy – a condition  associated with brain damage
2699,Scoliosis,260,muscular dystrophy – a genetic condition that causes muscle weakness
2700,Scoliosis,260,Marfan syndrome – a disorder of the connective tissues
2701,Scoliosis,260,"a back brace worn until they stop growing, to prevent the spine from curving further"
2702,Scoliosis,260,"surgery to correct the curvature – where the spine is straightened using rods attached to the spine by screws, hooks and/or wires"
2703,Septic shock,261,newborn babies
2704,Septic shock,261,elderly people
2705,Septic shock,261,pregnant women
2706,Septic shock,261,"people with long-term health conditions, such as diabetes, cirrhosis or kidney failure"
2707,Septic shock,261,"people with lowered immune systems, such as those with HIV or AIDS or those receiving chemotherapy"
2708,Septic shock,261,oxygen therapy
2709,Septic shock,261,fluids given directly through a vein (intravenously)
2710,Septic shock,261,medication to increase your blood flow
2711,Septic shock,261,antibiotics
2712,Septic shock,261,surgery (in some cases)
2713,Septic shock,261,the cause of infection
2714,Septic shock,261,the number of organs that have failed
2715,Septic shock,261,how soon treatment is started
2716,Septic shock,261,inability of the lungs to take in enough oxygen (respiratory failure)
2717,Septic shock,261,the heart not being able to pump enough blood around the body (heart failure)
2718,Septic shock,261,kidney failure or injury
2719,Septic shock,261,abnormal blood clotting
2720,Shingles,262,a headache
2721,Shingles,262,"burning, tingling, numbness or itchiness of the skin in the affected area"
2722,Shingles,262,a feeling of being generally unwell
2723,Shingles,262,a high temperature (fever)
2724,Symptom may not be a bullet point,263,null
2725,Sickle cell disease,264,high temperature (a fever) going to 38C (100.4F) or higher
2726,Sickle cell disease,264,difficulty breathing
2727,Sickle cell disease,264,"drowsiness, confusion, or slurred speech"
2728,Sickle cell disease,264,"a severe headache, stiff neck, or dizziness"
2729,Sickle cell disease,264,skin or lips that are very pale
2730,Sickle cell disease,264,fits (seizures)
2731,Sickle cell disease,264,serious pain that isn't responding to treatments at home
2732,Sickle cell disease,264,sudden swelling in the tummy
2733,Sickle cell disease,264,priapism – a painful erection lasting two hours or more
2734,Sickle cell disease,264,weakness on one or both sides of your body
2735,Sickle cell disease,264,"sudden vision loss, or changes in your vision"
2736,Sickle cell disease,264,hands or feet (this is especially common in young children)
2737,Sickle cell disease,264,ribs and breastbone
2738,Sickle cell disease,264,spine
2739,Sickle cell disease,264,pelvis
2740,Sickle cell disease,264,tummy
2741,Sickle cell disease,264,legs and arms
2742,Sickle cell disease,264,headaches
2743,Sickle cell disease,264,a fast heartbeat
2744,Sickle cell disease,264,fainting
2745,Sickle cell disease,264,dizziness
2746,Sickle cell disease,264,"a serious lung condition called acute chest syndrome that can cause chest pain, a cough, breathing difficulties and fever"
2747,Sickle cell disease,264,pain in bones and joints
2748,Sickle cell disease,264,delayed puberty
2749,Sickle cell disease,264,delayed growth in childhood
2750,Sickle cell disease,264,"kidney or urinary problems, including bedwetting and blood in the urine"
2751,Sickle cell disease,264,gallstones – these are stones in the gallbladder that can cause jaundice (yellow eyes and skin) and abdominal (tummy) pain
2752,Sickle cell disease,264,ulcers on the lower legs (open sores that can be very painful)
2753,Sickle cell disease,264,"priapism – a painful, persistent erection that can last for several hours"
2754,Sickle cell disease,264,high blood pressure (pulmonary hypertension)
2755,Sickle cell disease,264,transient ischaemic attacks (TIAs) or strokes – these happen when blood flow to the brain is interrupted or blocked
2756,Sickle cell disease,264,"enlarged spleen – this can cause a fast heartbeat, worsening of anaemia, a swollen tummy, shortness of breath and abdominal pain"
2757,Sickle cell disease,264,"vision problems like floaters, worsened night vision, blurred vision, patchy vision and, occasionally, sudden vision loss"
2758,Sickle cell disease,264,"if a baby's parents weren't screened during pregnancy, this test identifies if the child has sickle cell disease"
2759,Sickle cell disease,264,"if screening during pregnancy showed that the baby had a high risk of having sickle cell disease, but no more testing was done, the heel prick test will determine if the child has the condition or not"
2760,Sickle cell disease,264,"this test shows if the baby is a carrier of sickle cell, and could one day have children of their own who have the condition (find out more about sickle cell carriers here)"
2761,Sickle cell disease,264,"the heel prick test identifies other inherited conditions, like cystic fibrosis"
2762,Sinusitis,265,null
2763,Sjogren's syndrome,266,"Have you had daily, persistent, troublesome dry eyes for more than three months?"
2764,Sjogren's syndrome,266,Do you keep having a sensation of grit in your eye?
2765,Sjogren's syndrome,266,Do you need to use eye drops containing tear substitutes more than three times a day?
2766,Sjogren's syndrome,266,Have you had a daily feeling of dry mouth for more than three months?
2767,Sjogren's syndrome,266,Do you keep getting swollen salivary glands (located between your jaw and your ears)?
2768,Sjogren's syndrome,266,Do you frequently drink liquids to help you swallow food?
2769,Sjogren's syndrome,266,tear break-up time and Schirmer tests
2770,Sjogren's syndrome,266,a lip biopsy
2771,Sjogren's syndrome,266,blood tests
2772,Sjogren's syndrome,266,salivary flow rate
2773,Skin cancer (melanoma),267,a computerised tomography (CT) scan
2774,Skin cancer (melanoma),267,a magnetic resonance imaging (MRI) scan
2775,Skin cancer (melanoma),267,a positron emission tomography (PET) scan
2776,Skin cancer (melanoma),267,blood tests
2777,Skin cancer (melanoma),267,Cancer Research UK: Melanoma tests
2778,Skin cancer (melanoma),267,Cancer Research UK: Further tests for melanoma
2779,Skin cancer (non-melanoma),268,null
2780,Slapped cheek syndrome,269,null
2781,Symptom may not be a bullet point,270,null
2782,Soft tissue sarcomas: Teenagers and young adults,271,null
2783,Sore throat,272,"the rhinovirus, coronavirus and parainfluenza viruses, which normally cause the common cold– these are responsible for a quarter of all sore throats"
2784,Sore throat,272,"different types of streptococcal bacteria – group A streptococcal bacteria cause 10% of sore throats in adults and nearly a third of sore throats in children, with groups C and G also thought to be a cause of sore throats"
2785,Sore throat,272,types A and B of the flu virus
2786,Sore throat,272,"adenovirus – which can also cause conjunctivitis, an infection in the eye"
2787,Sore throat,272,herpes simplex virus type 1 – which normally causes cold sores
2788,Sore throat,272,the Epstein-Barr virus (EBV) – which normally causes glandular fever
2789,Sore throat,272,pharyngitis – when the area at the back of your throat (the oropharynx) becomes inflamed
2790,Sore throat,272,tonsillitis– when your tonsils (the two lumps of tissue either side of your throat) become inflamed
2791,Sore throat,272,irritation caused by cigarette smoke or alcohol
2792,Sore throat,272,irritation from a nasogastric tube (passed down your nose and into your stomach to provide liquid food if you can't eat solid food)
2793,Sore throat,272,gastro-oesophageal reflux disease– a condition that causes acid to leak upwards from the stomach into the gullet
2794,Sore throat,272,Stevens-Johnson syndrome – a very severe allergic reaction to medication
2795,Sore throat,272,Kawasaki disease– a rare condition that affects children under five years of age
2796,Sore throat,272,"allergies– such as hay fever (an allergic reaction to pollen or spores) which, in rare cases, may also cause a sore throat"
2797,Sore throat,272,"some blood disorders, such as leukaemia (cancer of the bone marrow) or aplastic anaemia (when the bone marrow does not produce enough blood cells)"
2798,Sore throat,272,"oral mucositis (inflammation of the layer of tissue that lines your mouth), which can be caused by radiotherapy or chemotherapy (cancer treatments)"
2799,Spleen problems and spleen removal,273,null
2800,Stillbirth,274,null
2801,Stomach ache and abdominal pain,275,appendicitis – the swelling of the appendix means your appendix will need to be removed
2802,Stomach ache and abdominal pain,275,a bleeding or perforated stomach ulcer
2803,Stomach ache and abdominal pain,275,"acute cholecystitis – inflammation of the gallbladder, which may need to be removed"
2804,Stomach ache and abdominal pain,275,"kidney stones – small stones may be passed out in your urine, but larger stones may block the kidney tubes, and you'll need to go to hospital to have them broken up"
2805,Stomach ache and abdominal pain,275,diverticulitis – inflammation of the small pouches in the bowel that sometimes requires treatment with antibiotics in hospital
2806,Stomach ache and abdominal pain,275,ectopic pregnancy - when a fertilised egg develops outside the womb - ectopic pregnancy can be very serious if it isn't treated
2807,Stomach ache and abdominal pain,275,irritable bowel syndrome (IBS) – the pain is often relieved when you go to the toilet
2808,Stomach ache and abdominal pain,275,"inflammatory bowel disease (IBD) – for example Crohn's disease, ulcerative colitis and endometriosis"
2809,Stomach ache and abdominal pain,275,a urinary tract infection (UTI) that keeps returning – you'll usually also have a burning sensation when you urinate
2810,Stomach ache and abdominal pain,275,constipation
2811,Stomach ache and abdominal pain,275,period pain – painful muscle cramps in women that are linked to the menstrual cycle
2812,Stomach ache and abdominal pain,275,stomach ulcer
2813,Stomach ache and abdominal pain,275,heartburn and acid reflux
2814,Stomach ache and abdominal pain,275,gastritis (inflammation of the stomach lining)
2815,Stomach ache and abdominal pain,275,constipation
2816,Stomach ache and abdominal pain,275,a UTI that keeps returning
2817,Stomach ache and abdominal pain,275,heartburn and acid reflux
2818,Stomach ache and abdominal pain,275,abdominal migraines – recurrent episodes of abdominal pain with no identifiable cause
2819,Stomach cancer,276,persistent indigestion and heartburn
2820,Stomach cancer,276,trapped wind and frequent burping
2821,Stomach cancer,276,feeling very full or bloated after meals
2822,Stomach cancer,276,persistent stomach pain
2823,Stomach cancer,276,"blood in your stools, or black stools"
2824,Stomach cancer,276,loss of appetite
2825,Stomach cancer,276,weight loss
2826,Stomach cancer,276,are male
2827,Stomach cancer,276,are 55 years of age or older
2828,Stomach cancer,276,smoke
2829,Stomach cancer,276,have a diet low in fibre and high in processed food or red meat
2830,Stomach cancer,276,have a diet that contains a lot of salted and pickled foods
2831,Stomach cancer,276,have a stomach infection caused by Helicobacter pylori (H. pylori) bacteria
2832,Stomach ulcer,277,indigestion
2833,Stomach ulcer,277,heartburn
2834,Stomach ulcer,277,nausea (feeling sick)
2835,Stomach ulcer,277,your symptoms persist
2836,Stomach ulcer,277,"you're vomiting blood – the blood can appear bright red or have a dark brown, grainy appearance like coffee grounds"
2837,Stomach ulcer,277,"you're passing dark, sticky, tar-like stools"
2838,Stomach ulcer,277,"you feel a sudden, sharp pain in your tummy that gets steadily worse"
2839,Stomach ulcer,277,an infection with Helicobacter pylori (H. pylori) bacteria
2840,Stomach ulcer,277,"taking non-steroidal anti-inflammatory drugs (NSAIDs), such as ibuprofen or aspirin – particularly if they're taken for a long time or at high doses"
2841,Stomach ulcer,277,bleeding at the site of the ulcer
2842,Stomach ulcer,277,the stomach lining at the site of the ulcer splits open – known as perforation
2843,Stomach ulcer,277,the ulcer blocks the movement of food through the digestive system – known as gastric obstruction
2844,Streptococcus A (strep A),278,tonsillitis
2845,Streptococcus A (strep A),278,sore throat
2846,Streptococcus A (strep A),278,scarlet fever
2847,Streptococcus A (strep A),278,impetigo
2848,Streptococcus A (strep A),278,erysipelas (a type of cellulitis)
2849,Streptococcus A (strep A),278,cellulitis
2850,Streptococcus A (strep A),278,pneumonia
2851,Streptococcus A (strep A),278,rheumatic fever
2852,Streptococcus A (strep A),278,glomerulonephritis (heart and kidney diseases caused by an immune reaction to the bacteria)​
2853,Streptococcus A (strep A),278,bacteraemia (an infection of the bloodstream)
2854,Streptococcus A (strep A),278,septic arthritis
2855,Streptococcus A (strep A),278,meningitis
2856,Streptococcus A (strep A),278,necrotising fasciitis (a severe infection involving death of areas of soft tissue below the skin)
2857,Streptococcus A (strep A),278,Streptococcal toxic shock syndrome (rapidly progressive symptoms with low blood pressure and multi-organ failure)
2858,Streptococcus A (strep A),278,you or your child need medication to get better or to ease symptoms
2859,Streptococcus A (strep A),278,you or your child are at risk of serious complications from a GAS infection
2860,Streptococcus A (strep A),278,you or your child has scarlet fever
2861,Symptom may not be a bullet point,279,null
2862,Stroke,280,"Face – the face might drop on one side, the person may not be able to smile or their mouth may have dropped, and their eyelid may droop"
2863,Stroke,280,Arms – the person may not be able to lift both arms and keep them there because of arm weakness or numbness in one arm
2864,Stroke,280,"Speech – they might slur their speech or it might be garbled, or the person may not be able to talk at all despite appearing to be awake"
2865,Stroke,280,Time – it’s time to phone 999 immediately if you see any of these signs or symptoms
2866,Stroke,280,complete paralysis of one side of the body
2867,Stroke,280,sudden loss or blurring of vision
2868,Stroke,280,difficulty understanding what others are saying
2869,Stroke,280,problems with balance and co-ordination
2870,Stroke,280,a sudden and very severe headache
2871,Stroke,280,loss of feeling in one side of the body
2872,Sudden infant death syndrome (SIDS),281,null
2873,Suicide,282,null
2874,Sunburn,283,"have pale, white or light brown skin"
2875,Sunburn,283,have freckles or red or fair hair
2876,Sunburn,283,tend to burn rather than tan
2877,Sunburn,283,have many moles
2878,Sunburn,283,have skin problems relating to a medical condition
2879,Sunburn,283,"are only exposed to intense sun occasionally – for example, while on holiday"
2880,Sunburn,283,are in a hot country where the sun is particularly intense
2881,Sunburn,283,have a family history of skin cancer
2882,Sunburn,283,actinic (solar) keratoses – rough and scaly pre-cancerous spots on the skin
2883,Sunburn,283,skin cancer – including both melanoma and non-melanoma skin cancer
2884,Sunburn,283,eye problems – such as photokeratitis (snow blindness) and cataracts
2885,Sunburn,283,premature ageing of the skin and wrinkling
2886,Sunburn,283,"a wide-brimmed hat that shades the face, neck and ears"
2887,Sunburn,283,a long-sleeved top
2888,Sunburn,283,trousers or long skirts in close-weave fabrics that do not allow sunlight through
2889,Sunburn,283,sunglasses with wraparound lenses or wide arms with the CE Mark and European Standard EN 1836:2005.
2890,Sunburn,283,the letters 'UVA' in a circle logo and at least 4-star UVA protection
2891,Sunburn,283,at least SPF15 sunscreen to protect against UVB
2892,Sunburn,283,30 minutes before going out
2893,Sunburn,283,just before you go out
2894,Sunburn,283,cover up with suitable clothing
2895,Sunburn,283,spend time in the shade (particularly from 11am to 3pm)
2896,Sunburn,283,wear at least SPF15 sunscreen
2897,Swollen glands,284,blood tests
2898,Swollen glands,284,an ultrasound scan
2899,Swollen glands,284,a computerised tomography (CT) scan
2900,Swollen glands,284,a biopsy (where a small sample of fluid is taken from the swelling and tested)
2901,Swollen glands,284,a cold
2902,Swollen glands,284,tonsillitis
2903,Swollen glands,284,glandular fever
2904,Swollen glands,284,a throat infection
2905,Swollen glands,284,an ear infection
2906,Swollen glands,284,a dental abscess
2907,Swollen glands,284,cellulitis (a skin infection)
2908,Swollen glands,284,rubella – a viral infection that causes a red-pink skin rash made up of small spots
2909,Swollen glands,284,measles – a highly infectious viral illness that causes distinctive red or brown spots on the skin
